StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours,Attendance (%),Online Classes Taken
2022.0,Elijah Wagner,Female,82.0,15.0,78.0,2.0,Medium,87.0,4.3,51.0,True
8073.0,Felicia Davis,Female,95.0,8.0,60.0,0.0,Medium,72.0,1.1,61.0,False
3278.0,Jonathan Hess,Male,82.0,8.0,88.0,0.0,,85.0,5.0,,True
3200.0,Michael Yoder,Male,90.0,15.0,65.0,1.0,Low,62.0,4.9,58.0,True
3248.0,Samantha York,Female,85.0,22.0,60.0,3.0,High,78.0,2.5,85.0,False
7303.0,Joanna Martinez,Female,92.0,10.0,60.0,3.0,High,88.0,2.5,96.0,True
9220.0,Penny Hopkins,Female,70.0,12.0,86.0,1.0,High,80.0,2.8,95.0,False
2854.0,Justin Foster,Female,90.0,,,2.0,Medium,72.0,0.4,89.0,True
5017.0,Jennifer Morgan,Female,90.0,12.0,86.0,2.0,Low,80.0,4.5,84.0,True
8681.0,Dalton Chen,Female,82.0,17.0,86.0,1.0,Medium,90.0,4.8,68.0,False
3744.0,Mrs. Amy Carney MD,Male,91.0,18.0,86.0,2.0,High,78.0,2.9,86.0,True
5780.0,Melissa Wang,Male,88.0,17.0,85.0,0.0,Low,87.0,4.3,67.0,False
,Chelsea Porter,Female,88.0,,78.0,2.0,Low,68.0,4.6,97.0,True
8317.0,Cameron Bender,Female,78.0,,90.0,1.0,High,72.0,4.3,71.0,True
,Vanessa Hall,Male,85.0,8.0,60.0,3.0,Low,78.0,3.6,60.0,True
6653.0,Daniel Solomon,Male,88.0,20.0,78.0,,Medium,62.0,2.4,80.0,True
7222.0,Deanna Jones,Female,85.0,18.0,65.0,2.0,Medium,80.0,1.4,78.0,False
6172.0,Alicia Young,,90.0,12.0,88.0,0.0,Low,85.0,1.7,67.0,True
5183.0,Peter Figueroa,Female,85.0,25.0,86.0,3.0,Low,90.0,3.4,61.0,False
9972.0,Jacob Thompson,Male,85.0,20.0,78.0,0.0,High,72.0,0.5,,False
4594.0,Jonathon Woodward,Female,88.0,25.0,78.0,1.0,Low,87.0,0.3,88.0,True
2995.0,Brian Hayes,Male,90.0,22.0,65.0,0.0,Low,88.0,4.0,61.0,True
4018.0,Lisa Carroll,Female,88.0,17.0,85.0,1.0,Medium,62.0,3.5,92.0,
5216.0,Cassandra Ryan,Male,90.0,18.0,78.0,0.0,Medium,90.0,5.0,,False
3915.0,Terri Hayden,Female,90.0,17.0,90.0,3.0,Medium,68.0,3.2,56.0,True
9857.0,Taylor Burns,Female,92.0,22.0,85.0,1.0,Low,85.0,0.5,54.0,True
5105.0,Andrew Jimenez,Female,85.0,17.0,65.0,1.0,High,62.0,1.3,94.0,False
7411.0,Wendy King,Male,82.0,17.0,77.0,0.0,Medium,87.0,2.7,50.0,False
8898.0,Luis Carter,Male,91.0,12.0,88.0,1.0,Low,85.0,2.0,90.0,True
6985.0,Nicholas Jones,Female,90.0,17.0,,3.0,High,72.0,0.2,74.0,True
5896.0,Tiffany Sanders,Female,90.0,30.0,77.0,2.0,Low,78.0,3.7,58.0,True
4163.0,,Male,91.0,25.0,77.0,0.0,High,72.0,3.2,81.0,False
1268.0,Tina Knight,Male,95.0,15.0,88.0,,Medium,87.0,1.1,,False
9791.0,Brittany Andrews,Male,91.0,25.0,85.0,1.0,Low,68.0,2.4,51.0,False
1750.0,William Weber,Male,78.0,15.0,65.0,1.0,Medium,87.0,2.3,60.0,True
2742.0,Angela Ortiz,Male,85.0,22.0,86.0,3.0,High,92.0,2.1,97.0,False
6312.0,David Meyer,Male,,12.0,65.0,1.0,High,,3.0,71.0,True
,Michelle Aguilar,Female,78.0,8.0,65.0,1.0,Low,68.0,2.2,87.0,True
3185.0,Travis Harrell,Male,91.0,8.0,65.0,1.0,Medium,87.0,0.0,61.0,True
5648.0,Craig Mccann,Female,85.0,10.0,90.0,0.0,Low,85.0,2.6,76.0,True
3859.0,Scott Edwards,Male,91.0,10.0,77.0,3.0,High,85.0,1.7,50.0,
4144.0,Kelly Cohen,Male,82.0,20.0,86.0,1.0,Low,72.0,1.1,99.0,True
5528.0,David Diaz,Male,92.0,20.0,65.0,1.0,Medium,,0.8,52.0,True
6966.0,Joseph Green,Female,92.0,8.0,82.0,1.0,Low,,0.2,,True
9804.0,Henry Johnson,Male,78.0,15.0,77.0,2.0,High,87.0,4.5,96.0,False
6340.0,Keith Wilson,Female,92.0,30.0,90.0,2.0,Medium,92.0,0.5,97.0,False
4276.0,Jordan Chase,Female,92.0,20.0,77.0,3.0,Medium,80.0,4.5,59.0,True
8454.0,Kayla Solomon,Male,70.0,30.0,65.0,1.0,Low,92.0,3.2,67.0,True
6503.0,Hayley Johnson,Male,85.0,22.0,78.0,2.0,High,87.0,4.3,79.0,False
3804.0,John Bender,Female,92.0,18.0,86.0,0.0,Low,88.0,4.5,86.0,True
2416.0,William Christian,Female,82.0,17.0,90.0,3.0,Medium,,1.4,96.0,False
5041.0,Michael Willis,Male,95.0,8.0,86.0,3.0,Low,68.0,4.6,50.0,False
1724.0,James Simmons,Male,85.0,12.0,78.0,0.0,Low,62.0,2.4,94.0,True
8412.0,Christopher Sullivan,,92.0,,70.0,1.0,Low,62.0,4.7,58.0,False
5846.0,Michelle Santos,Male,90.0,15.0,,2.0,High,78.0,4.3,97.0,True
8452.0,Michael Walters,Female,78.0,8.0,65.0,1.0,Low,78.0,3.5,50.0,True
7305.0,Jason Anderson,Female,82.0,15.0,82.0,0.0,Medium,88.0,2.7,100.0,True
2326.0,,Female,85.0,12.0,88.0,1.0,High,62.0,1.8,89.0,True
6989.0,James Hoover,Female,78.0,12.0,85.0,2.0,Low,92.0,0.7,71.0,True
9841.0,Julie Garza,Male,85.0,22.0,90.0,3.0,Medium,90.0,4.5,,False
5540.0,Lisa Williams,,90.0,30.0,88.0,1.0,Medium,72.0,2.6,57.0,False
9714.0,Erica Thomas,Female,85.0,22.0,88.0,2.0,High,78.0,0.4,75.0,True
5724.0,Calvin Vargas,Male,90.0,10.0,82.0,2.0,,68.0,2.5,63.0,True
5803.0,Molly Jones,Female,82.0,10.0,77.0,1.0,Medium,78.0,3.7,51.0,False
4097.0,Shannon Hogan,Male,85.0,,70.0,,Medium,88.0,1.7,91.0,False
8965.0,James Fields,Female,85.0,18.0,,0.0,Medium,68.0,3.9,64.0,False
7093.0,Arthur Johnson,Female,85.0,10.0,88.0,2.0,Medium,68.0,3.1,60.0,False
3986.0,Collin Edwards,Male,78.0,10.0,90.0,2.0,High,90.0,2.9,78.0,False
7056.0,Kimberly Smith,Male,92.0,,,1.0,Medium,68.0,1.9,84.0,True
9743.0,Mr. Clinton Camacho,Female,90.0,15.0,60.0,1.0,High,78.0,4.6,,True
9948.0,Taylor Moyer,,88.0,17.0,82.0,3.0,,68.0,4.0,96.0,False
6549.0,,Male,85.0,15.0,,2.0,High,85.0,0.1,89.0,True
8306.0,David Jimenez,Female,90.0,30.0,78.0,3.0,Low,92.0,2.9,64.0,False
4206.0,Kyle Coleman,Male,90.0,,77.0,2.0,Low,62.0,1.0,70.0,True
6915.0,Marvin Cardenas,Female,78.0,8.0,88.0,0.0,Medium,80.0,1.4,72.0,False
8300.0,Eddie Robertson,Male,92.0,17.0,60.0,,Medium,68.0,4.0,77.0,False
,Christopher Diaz,Male,78.0,25.0,82.0,1.0,Low,90.0,0.3,87.0,False
2449.0,Christopher Taylor,Male,70.0,18.0,60.0,0.0,Low,78.0,3.6,98.0,True
4264.0,Brenda Bell,Male,70.0,18.0,70.0,1.0,High,85.0,4.2,69.0,False
8593.0,Ashley Nguyen,Male,85.0,15.0,65.0,2.0,Medium,78.0,0.6,92.0,False
7834.0,Michael Bailey,Male,85.0,25.0,78.0,2.0,Medium,78.0,5.0,54.0,False
8872.0,Maria Scott,Female,88.0,,85.0,1.0,Low,88.0,0.1,66.0,True
1958.0,Katherine Mclaughlin,Male,95.0,17.0,65.0,1.0,High,80.0,1.4,76.0,
1798.0,Karen Cruz,Female,88.0,12.0,85.0,2.0,High,68.0,3.8,88.0,True
9908.0,Jodi Taylor,Female,95.0,18.0,82.0,1.0,High,72.0,2.9,59.0,True
3243.0,Thomas Mcgrath,Female,95.0,17.0,60.0,1.0,High,87.0,1.1,82.0,True
,Alec Peterson,Male,70.0,17.0,85.0,2.0,High,80.0,2.4,69.0,False
3277.0,Kathy Bailey,,91.0,12.0,88.0,0.0,Low,85.0,0.1,57.0,True
3108.0,Karen Wolf,Male,92.0,18.0,65.0,3.0,High,87.0,2.1,98.0,True
2273.0,Mary Jones,Male,85.0,8.0,78.0,3.0,High,80.0,,82.0,True
8685.0,Lisa Houston,Male,88.0,15.0,,2.0,Low,80.0,3.8,100.0,True
4365.0,Ashley Jordan,Male,78.0,30.0,78.0,2.0,High,85.0,4.7,72.0,False
3630.0,Lonnie Williams,Male,82.0,22.0,85.0,2.0,Low,80.0,2.6,95.0,True
5617.0,Michael Poole,Male,82.0,15.0,85.0,3.0,Low,78.0,1.8,87.0,True
8203.0,David Martinez,Male,78.0,30.0,60.0,0.0,High,72.0,-5.0,200.0,False
3025.0,Eduardo Miller,Female,90.0,12.0,65.0,1.0,Medium,85.0,2.8,52.0,True
6375.0,Kristine Williams,Female,,8.0,82.0,1.0,Low,85.0,3.4,78.0,True
7672.0,,Female,70.0,25.0,85.0,,,90.0,0.9,93.0,False
2723.0,Audrey Woods,Female,85.0,12.0,85.0,2.0,High,62.0,2.0,87.0,True
3764.0,Lauren Brown,Male,95.0,25.0,88.0,3.0,Low,62.0,0.6,77.0,False
5563.0,Stephanie Merritt,Female,70.0,30.0,77.0,3.0,Medium,78.0,2.6,59.0,False
2770.0,Rebecca Jones,Male,88.0,17.0,77.0,3.0,Low,68.0,0.1,97.0,True
2117.0,Isaiah Arnold,Female,85.0,10.0,60.0,3.0,Low,90.0,0.8,89.0,True
2253.0,Andrea Frey,Female,85.0,25.0,82.0,1.0,Medium,72.0,1.3,71.0,True
1517.0,Andrew Dudley,Female,90.0,8.0,77.0,1.0,Medium,78.0,2.3,52.0,True
5965.0,Kenneth Jones,,85.0,8.0,65.0,2.0,Low,62.0,2.4,57.0,False
9837.0,Jane Griffith,Female,85.0,12.0,65.0,2.0,High,62.0,1.3,87.0,False
6779.0,Jeff Phillips,Female,95.0,15.0,78.0,3.0,High,68.0,4.2,72.0,True
6591.0,Dawn Edwards,Female,90.0,8.0,88.0,1.0,Medium,90.0,0.3,65.0,True
4844.0,Paige Campbell,Female,91.0,20.0,85.0,2.0,High,90.0,0.8,84.0,False
1612.0,Belinda Kim,Female,70.0,22.0,70.0,0.0,Medium,80.0,3.5,87.0,True
6185.0,Christopher Cruz,Female,,8.0,88.0,3.0,High,78.0,0.5,93.0,True
6504.0,Ruben Steele,Female,82.0,30.0,65.0,3.0,Medium,90.0,4.8,62.0,False
2234.0,Bradley Martinez,Male,88.0,18.0,78.0,2.0,Low,62.0,4.0,89.0,True
2552.0,Alison Williams,Female,88.0,20.0,86.0,2.0,Medium,62.0,1.0,100.0,True
5945.0,Scott Ferguson,Female,70.0,12.0,88.0,3.0,Medium,62.0,1.3,82.0,False
9971.0,David Brown,Male,85.0,12.0,65.0,3.0,Medium,92.0,3.3,97.0,False
,Joseph Smith,Female,91.0,15.0,70.0,3.0,Medium,78.0,0.7,59.0,False
8133.0,,Female,95.0,20.0,90.0,0.0,Medium,85.0,3.2,66.0,True
7649.0,Renee Scott,Male,90.0,10.0,90.0,1.0,High,85.0,2.3,85.0,False
7914.0,Aimee Green,Male,92.0,10.0,82.0,0.0,High,85.0,3.9,67.0,True
1691.0,Ricky Jenkins,Female,85.0,15.0,85.0,1.0,Low,85.0,4.3,76.0,False
2479.0,Kelly Allen MD,Female,78.0,25.0,85.0,3.0,Low,72.0,4.7,83.0,False
9133.0,Sean Smith,Male,92.0,22.0,85.0,1.0,Medium,88.0,3.7,97.0,True
7928.0,Robert Johnson,Male,78.0,20.0,65.0,3.0,Medium,78.0,2.0,87.0,True
9034.0,Susan Russell,Female,90.0,30.0,70.0,0.0,,92.0,4.8,100.0,True
6947.0,Ryan West,Female,95.0,18.0,78.0,3.0,High,80.0,3.5,100.0,True
5144.0,,Female,88.0,30.0,85.0,2.0,High,78.0,1.9,75.0,False
5929.0,Christina Fitzgerald,Male,92.0,18.0,90.0,0.0,Medium,90.0,4.4,99.0,False
1555.0,Susan Roberson,Female,90.0,17.0,77.0,0.0,Medium,62.0,4.4,56.0,True
5275.0,Jessica Banks,Male,95.0,8.0,86.0,2.0,Low,,2.3,51.0,True
4010.0,Jodi Rogers,Female,78.0,15.0,60.0,3.0,Low,85.0,1.6,55.0,True
3585.0,Michelle Clay,Male,82.0,10.0,86.0,0.0,Medium,78.0,2.4,97.0,True
5270.0,Jacob Bean,Male,91.0,30.0,82.0,3.0,High,62.0,1.8,75.0,False
4677.0,Robert Harper,Male,85.0,12.0,86.0,3.0,High,78.0,1.0,94.0,True
,Valerie Gibson,Female,91.0,8.0,86.0,2.0,High,87.0,4.8,60.0,True
1231.0,Michelle Graham,Female,85.0,17.0,85.0,3.0,Low,92.0,1.0,100.0,False
5717.0,Seth Johnson,Female,70.0,10.0,60.0,3.0,Low,92.0,5.0,68.0,True
,John Jones,Male,70.0,10.0,78.0,2.0,Medium,92.0,3.1,65.0,False
8506.0,Julia Sanchez,Male,85.0,17.0,65.0,1.0,Low,62.0,3.4,95.0,False
7935.0,,Female,90.0,20.0,70.0,1.0,High,90.0,4.7,80.0,False
1745.0,Justin Sharp,Male,88.0,12.0,86.0,0.0,Medium,62.0,3.4,58.0,True
3938.0,Thomas Yoder,Female,,12.0,77.0,1.0,Medium,68.0,0.4,95.0,False
3323.0,Christine Mullins,Female,90.0,30.0,78.0,0.0,Medium,85.0,3.7,77.0,False
5312.0,Timothy Mcbride,Female,82.0,30.0,60.0,0.0,Medium,78.0,3.8,59.0,False
1871.0,Deborah Reyes,Male,78.0,15.0,90.0,0.0,High,78.0,1.3,95.0,False
8150.0,Chad Downs,Male,85.0,15.0,,1.0,Low,72.0,2.4,81.0,True
3425.0,William Hill,Male,95.0,20.0,90.0,2.0,High,68.0,,67.0,True
1067.0,Makayla Rhodes,Male,70.0,20.0,90.0,1.0,Low,87.0,4.4,51.0,False
2998.0,Clayton Jones,Female,95.0,,85.0,1.0,High,80.0,0.4,95.0,False
8439.0,Sean Hernandez,Female,91.0,15.0,88.0,1.0,Low,88.0,4.8,70.0,True
4463.0,Christine Young,Male,88.0,30.0,78.0,2.0,Low,88.0,1.9,75.0,False
3916.0,Brian Hale,Male,70.0,20.0,78.0,3.0,High,62.0,3.9,68.0,True
2975.0,Sandra Hart,Female,85.0,8.0,82.0,3.0,High,90.0,3.3,73.0,True
9021.0,Christine Curtis,Female,70.0,17.0,82.0,3.0,Low,62.0,0.5,77.0,False
4053.0,Tara Johnson,Female,70.0,20.0,78.0,2.0,Medium,78.0,3.4,91.0,True
9115.0,Stephanie Snyder,Male,88.0,17.0,60.0,2.0,Medium,85.0,0.7,,False
5073.0,Miguel Leblanc,Female,88.0,22.0,78.0,2.0,High,80.0,2.6,82.0,False
7766.0,Christina Mcintyre,Male,85.0,22.0,82.0,1.0,Medium,88.0,0.4,82.0,True
2866.0,John Weber,Female,78.0,10.0,60.0,1.0,High,62.0,4.4,69.0,False
8454.0,Timothy Austin,Female,91.0,18.0,88.0,0.0,High,68.0,0.4,88.0,False
2742.0,Jeffrey Sullivan,Female,82.0,15.0,78.0,0.0,High,80.0,0.9,,False
7637.0,Michael Noble,Female,88.0,22.0,86.0,1.0,Low,62.0,4.0,55.0,True
3213.0,Christine Shah,Male,92.0,20.0,78.0,3.0,High,92.0,2.4,59.0,True
8139.0,Lisa Maynard,Male,90.0,18.0,77.0,0.0,Medium,62.0,0.1,60.0,True
8295.0,Lisa Lynch,Female,85.0,15.0,77.0,3.0,High,92.0,1.5,75.0,True
6469.0,Angela Warren,Male,90.0,8.0,60.0,1.0,Low,88.0,3.0,85.0,False
1606.0,Mary Benson,Female,70.0,,70.0,3.0,Low,,4.7,81.0,True
1994.0,Yvonne Krueger,Male,70.0,22.0,88.0,2.0,High,85.0,4.5,76.0,False
2915.0,Keith Bailey,Female,91.0,30.0,77.0,0.0,High,68.0,1.4,62.0,False
6633.0,Barbara Case,Female,92.0,12.0,90.0,3.0,Low,90.0,4.6,95.0,False
3148.0,Jamie Torres,Female,70.0,8.0,88.0,1.0,High,88.0,1.0,94.0,True
8911.0,Justin Jacobs,Male,78.0,25.0,65.0,3.0,Medium,87.0,4.0,81.0,False
4845.0,Kevin Reynolds,Male,82.0,15.0,,1.0,Medium,90.0,3.4,61.0,True
2043.0,Michelle Kelly,Female,70.0,20.0,86.0,3.0,High,72.0,1.1,66.0,False
6820.0,Terry Hernandez,Male,82.0,18.0,65.0,2.0,Low,87.0,3.5,78.0,False
2817.0,Aaron Duarte,Male,91.0,22.0,85.0,2.0,High,72.0,0.5,90.0,True
4365.0,Micheal Perez,Female,78.0,18.0,77.0,2.0,Medium,87.0,0.8,73.0,False
3257.0,Troy Bradford,Male,92.0,17.0,60.0,1.0,High,78.0,1.7,82.0,True
2396.0,Bobby Wilkinson,Female,95.0,8.0,88.0,3.0,High,72.0,2.1,64.0,True
8025.0,Juan Lopez,Female,,17.0,70.0,1.0,High,78.0,0.7,50.0,True
2389.0,Virginia Medina,Female,,8.0,65.0,0.0,High,,3.8,92.0,True
1947.0,Leah Holmes,Female,70.0,8.0,,2.0,Low,90.0,4.5,50.0,False
9647.0,Todd Brooks,Male,70.0,17.0,90.0,2.0,Low,88.0,3.3,94.0,False
7627.0,Madeline Rush,Male,88.0,20.0,78.0,2.0,Medium,62.0,3.6,97.0,True
,Ronnie Lee,Female,92.0,20.0,70.0,2.0,Medium,72.0,,90.0,True
1383.0,Nicole Frederick,Male,82.0,22.0,82.0,3.0,Medium,62.0,4.9,57.0,True
7110.0,Jason Adams,Female,82.0,30.0,85.0,1.0,Low,87.0,2.2,,True
8424.0,Mallory Fletcher,Female,92.0,22.0,86.0,2.0,Low,92.0,1.8,68.0,True
7187.0,David Cummings,,90.0,30.0,70.0,3.0,High,90.0,2.3,59.0,False
7751.0,Kelly Suarez,Male,90.0,15.0,60.0,0.0,Medium,92.0,2.2,73.0,False
9502.0,Drew Morse,,88.0,22.0,77.0,0.0,Medium,78.0,3.7,76.0,True
3364.0,Lauren Stephens,Male,85.0,17.0,65.0,2.0,Low,87.0,3.5,79.0,False
1534.0,Penny Miller,Male,82.0,30.0,85.0,3.0,Medium,87.0,0.6,86.0,False
1659.0,Paula Stewart,Male,90.0,30.0,82.0,1.0,Medium,85.0,2.4,100.0,True
3328.0,Jonathan Johnson,Female,85.0,18.0,82.0,3.0,High,78.0,0.0,85.0,False
2106.0,Laura Ross,Male,70.0,17.0,86.0,2.0,Low,78.0,4.5,100.0,False
8786.0,Brandy Wilson,Male,78.0,12.0,77.0,1.0,Low,78.0,0.7,96.0,False
2463.0,Brittany Briggs,Female,70.0,25.0,60.0,1.0,Low,80.0,4.8,78.0,False
2450.0,Carl Coleman,Male,85.0,22.0,82.0,2.0,Low,87.0,3.2,55.0,True
9877.0,Crystal Chandler,Male,91.0,12.0,90.0,1.0,Low,80.0,0.6,84.0,True
1310.0,Elizabeth Nichols,Female,92.0,25.0,86.0,1.0,High,,3.0,75.0,True
9052.0,Jesse Barber,Male,95.0,,65.0,0.0,High,72.0,1.6,66.0,True
2878.0,Julie Jackson,Male,82.0,10.0,82.0,0.0,High,85.0,3.8,59.0,False
7672.0,Cindy Morales,Male,85.0,22.0,88.0,0.0,High,80.0,1.5,56.0,False
3334.0,,Female,95.0,18.0,60.0,2.0,High,92.0,1.2,88.0,True
9076.0,Ashley Franco,Female,90.0,18.0,78.0,1.0,Medium,72.0,2.0,,True
7676.0,Kimberly Calderon,Male,85.0,18.0,70.0,3.0,Low,87.0,1.2,85.0,True
5990.0,Lisa Brooks,Female,85.0,20.0,70.0,3.0,High,90.0,2.7,60.0,True
9806.0,Destiny Todd,Female,82.0,17.0,78.0,1.0,Medium,88.0,1.4,60.0,True
1985.0,Dawn Luna,Female,88.0,22.0,,,Medium,92.0,2.9,82.0,False
1745.0,Jacob Yoder,Male,82.0,22.0,85.0,2.0,High,62.0,3.5,58.0,False
8077.0,Martha Moody,Male,91.0,12.0,88.0,1.0,Low,85.0,4.9,95.0,False
5473.0,James Torres,Male,95.0,30.0,90.0,1.0,Low,90.0,0.1,94.0,True
,Joshua Robertson,Female,85.0,15.0,65.0,0.0,Low,78.0,3.8,84.0,True
2270.0,Shelly Stuart,Male,85.0,20.0,88.0,0.0,Low,90.0,1.9,99.0,True
3044.0,Julie Williams,Female,95.0,25.0,77.0,1.0,High,80.0,3.8,93.0,False
4137.0,Tamara Jones,,91.0,18.0,90.0,3.0,Medium,90.0,0.2,81.0,True
1116.0,Todd Orozco,Male,70.0,20.0,,3.0,Low,78.0,0.9,62.0,True
2070.0,Jeffrey Torres,Male,90.0,10.0,82.0,3.0,High,72.0,3.6,67.0,True
1378.0,Chad Colon,Female,82.0,17.0,78.0,,Low,80.0,-5.0,200.0,False
7666.0,Alan Williams,Female,90.0,12.0,77.0,1.0,Medium,72.0,3.8,96.0,True
1769.0,Cameron Austin,Female,,12.0,77.0,1.0,High,62.0,1.0,55.0,True
4696.0,Dawn Nguyen,Female,90.0,25.0,90.0,0.0,Medium,85.0,0.3,90.0,True
1456.0,Andrea Phillips,Female,70.0,15.0,86.0,1.0,Medium,92.0,0.5,65.0,False
1891.0,Robert Bishop,Female,,,85.0,3.0,Low,78.0,3.8,90.0,False
3045.0,Melanie Mckinney,Male,85.0,15.0,60.0,,Low,87.0,3.9,53.0,False
1897.0,Joseph Ellis,Female,91.0,8.0,85.0,2.0,Low,80.0,2.8,68.0,False
7581.0,Jennifer Smith,Male,91.0,8.0,90.0,3.0,Low,88.0,0.1,74.0,False
8014.0,Vickie Holloway,Male,95.0,15.0,77.0,2.0,Medium,88.0,1.0,56.0,True
2106.0,Nancy Munoz,Male,91.0,10.0,70.0,2.0,Medium,62.0,2.4,89.0,False
4046.0,David Taylor,Male,,15.0,78.0,0.0,Medium,88.0,2.2,91.0,
6098.0,Amber Gray,Male,78.0,17.0,82.0,3.0,Medium,85.0,1.8,50.0,True
1939.0,Christian Barr,Male,82.0,12.0,78.0,0.0,Medium,92.0,4.9,90.0,True
2120.0,Kimberly Harrison,,92.0,17.0,77.0,3.0,Low,90.0,4.3,,False
5909.0,Mark Fleming,Female,95.0,10.0,85.0,1.0,High,78.0,1.1,,True
4772.0,Felicia Carpenter,Female,,25.0,90.0,,Low,90.0,4.0,74.0,True
7558.0,Rebecca Kelly,Male,85.0,30.0,78.0,2.0,Medium,80.0,2.8,59.0,False
8215.0,Aaron Walls,Male,91.0,30.0,78.0,1.0,High,92.0,1.4,64.0,False
3855.0,Mark King,Female,82.0,25.0,65.0,3.0,High,68.0,4.2,56.0,True
3248.0,James Macdonald,Female,90.0,30.0,90.0,2.0,Medium,92.0,1.8,73.0,True
9633.0,Alexander Thompson,Female,90.0,20.0,65.0,0.0,High,92.0,2.7,94.0,False
6209.0,Kaitlin Walton,Female,92.0,,86.0,3.0,High,72.0,1.5,59.0,False
5049.0,Ashley Kaufman,Male,88.0,10.0,70.0,3.0,Medium,92.0,3.6,100.0,False
2062.0,Megan Bernard,Male,82.0,8.0,70.0,1.0,Medium,72.0,2.3,70.0,False
9609.0,Kelly Harper,Female,85.0,17.0,82.0,3.0,Medium,88.0,3.2,63.0,True
4325.0,Daniel White,Female,92.0,8.0,90.0,2.0,Medium,62.0,2.9,73.0,False
2388.0,Justin Castro,,90.0,18.0,77.0,2.0,Medium,92.0,2.9,79.0,False
7981.0,John Odonnell,Female,85.0,8.0,60.0,,Medium,90.0,1.4,51.0,True
8236.0,Whitney Tapia,Male,88.0,20.0,88.0,2.0,,72.0,2.6,91.0,True
5528.0,Jeff Lawrence,Male,90.0,20.0,85.0,1.0,High,72.0,,62.0,
5096.0,Jeremy Shields,Female,88.0,25.0,86.0,0.0,Low,72.0,4.6,50.0,False
5617.0,Matthew Davies,Female,70.0,8.0,86.0,1.0,Medium,72.0,4.9,59.0,False
4728.0,Christine Hamilton,Male,92.0,17.0,90.0,2.0,Low,72.0,3.8,96.0,False
6581.0,Crystal Proctor,Male,95.0,25.0,60.0,0.0,High,78.0,2.2,85.0,True
,Tracy Kelley,Male,91.0,10.0,82.0,1.0,Medium,90.0,1.7,76.0,False
7608.0,Victoria Mcbride,Female,95.0,22.0,78.0,3.0,High,68.0,0.8,71.0,False
7247.0,Ellen Cross MD,Male,70.0,20.0,70.0,0.0,High,78.0,0.5,,False
5991.0,David Stevens,Male,,20.0,70.0,0.0,High,88.0,2.4,61.0,True
2138.0,Frank Brown DDS,Female,88.0,25.0,90.0,2.0,Low,72.0,0.3,53.0,False
,Jenna Price,Male,78.0,30.0,60.0,0.0,High,87.0,0.6,76.0,False
2126.0,Deborah Barajas,Female,,10.0,90.0,2.0,Medium,78.0,0.8,,False
4325.0,Richard Howard Jr.,,88.0,25.0,78.0,0.0,Medium,87.0,4.1,88.0,True
9615.0,Anita Dougherty,Female,91.0,17.0,77.0,1.0,Low,80.0,3.7,68.0,False
6681.0,Alicia Watson,Female,70.0,22.0,65.0,0.0,High,68.0,4.5,96.0,False
8501.0,Deborah Hunter,Female,78.0,22.0,85.0,0.0,Low,80.0,1.2,60.0,False
9810.0,Morgan Gilbert,Female,90.0,25.0,77.0,0.0,Low,87.0,5.0,54.0,True
9264.0,Taylor Crawford,Female,70.0,17.0,65.0,2.0,High,72.0,0.2,51.0,True
8567.0,Danny Sanchez,Female,95.0,8.0,90.0,0.0,High,80.0,1.3,95.0,
6359.0,Cory Rosario DDS,Female,85.0,17.0,85.0,2.0,Low,92.0,3.6,78.0,True
8713.0,,Female,78.0,,78.0,3.0,High,68.0,1.5,84.0,False
3759.0,Kyle Perez,Male,85.0,18.0,65.0,1.0,Medium,68.0,1.1,52.0,True
8242.0,Kelly Gibson MD,Male,82.0,20.0,60.0,2.0,Medium,80.0,3.0,53.0,False
4305.0,Angela Garcia,Male,95.0,25.0,90.0,2.0,High,62.0,0.1,50.0,False
4148.0,Dylan Vaughan,Male,92.0,20.0,65.0,0.0,High,62.0,2.6,70.0,False
4105.0,Kevin Santiago,Male,82.0,8.0,60.0,2.0,High,92.0,0.5,70.0,True
1245.0,Terry Rodriguez,Female,95.0,15.0,60.0,3.0,Medium,92.0,0.3,67.0,False
1719.0,Chad Mason,Male,92.0,8.0,82.0,3.0,Medium,87.0,3.6,100.0,True
5127.0,Jessica Ferguson,Male,91.0,30.0,60.0,0.0,Medium,68.0,3.2,94.0,False
8899.0,Andrew Schroeder,,95.0,,86.0,3.0,Medium,62.0,2.6,97.0,True
9248.0,Jeffrey Garcia,Male,,15.0,86.0,,Medium,92.0,3.7,98.0,True
2300.0,Jason Hood,Male,78.0,30.0,77.0,2.0,High,68.0,1.9,91.0,True
4900.0,Sandra Leon,Female,,10.0,,1.0,Low,80.0,2.6,76.0,False
1388.0,Tyler Mccormick,Male,95.0,30.0,90.0,3.0,Low,80.0,4.5,92.0,True
4644.0,Megan Murphy,Female,82.0,30.0,65.0,1.0,Low,80.0,0.3,81.0,True
4153.0,Charles Vincent,Male,78.0,,65.0,2.0,High,88.0,2.7,100.0,True
4871.0,Mrs. Cindy Sharp DVM,Male,70.0,17.0,82.0,,Low,92.0,1.2,61.0,True
5966.0,,Female,91.0,17.0,90.0,2.0,Medium,87.0,4.8,73.0,False
7188.0,Sarah Dixon,Male,85.0,17.0,60.0,2.0,Low,62.0,3.8,,False
